出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/03/26","105","2","2801","彰銀","44804793.00","158096634.00","37192049.00","255529.00","--","21904005.00","51274.00","--","1335635512.00","74312931.00","193148149.00","--","--","16788534.00","22034148.00","12547833.00","464227.00","2214166.00","630270.00","1920080054.00","133177725.00","0.00","22771608.00","--","3844748.00","26298041.00","508391.00","--","1552896075.00","30261254.00","--","--","2489622.00","4224562.00","6683194.00","3951854.00","1787107074.00","89647626.00","--","41961806.00","1363548.00","0.00","--","--","--","--","132972980.00","--","0.00","0.00","15.72"
"114/03/26","105","2","2809","京城銀","4058494.00","27567061.00","2733435.00","--","2803987.00","1533641.00","--","--","126982235.00","63358520.00","--","--","--","4125618.00","2466320.00","--","--","225831.00","363592.00","236218734.00","13143247.00","80000.00","184208.00","--","19614844.00","1536797.00","497595.00","--","169399768.00","--","--","--","50000.00","468204.00","50135.00","489901.00","205514699.00","11512343.00","59351.00","17026222.00","2298080.00","-191961.00","30704035.00","0.00","--","0.00","30704035.00","0.00","7652000.00","0.00","26.85"
"114/03/26","105","2","2812","台中銀","7946753.00","78226512.00","24012328.00","0.00","5360211.00","8205241.00","4634.00","0.00","404422207.00","37117711.00","13832196.00","133014.00","262377.00","1099214.00","9428845.00","0.00","180073.00","647851.00","1832452.00","592711619.00","12715763.00","2988548.00","327421.00","0.00","500000.00","6836107.00","154800.00","0.00","514136590.00","12800000.00","0.00","0.00","479588.00","1095598.00","111066.00","541923.00","552687404.00","32381307.00","684156.00","6526076.00","432676.00","0.00","40024215.00","--","--","0.00","40024215.00","0.00","0.00","0.00","12.57"
"114/03/26","105","2","2820","華票","579522.00","187259.00","115710513.00","--","5964066.00","2516625.00","70487.00","--","--","89164780.00","0.00","--","--","178807.00","158568.00","--","--","108884.00","1178387.00","215817898.00","17100000.00","--","664512.00","--","166631553.00","4278790.00","78337.00","--","--","--","--","--","2899799.00","1499907.00","18916.00","88651.00","193260465.00","13429600.00","2474.00","8122393.00","1002966.00","0.00","--","0.00","--","--","22557433.00","0.00","0.00","0.00","16.80"
"114/03/26","105","2","2834","臺企銀","42400052.00","83194811.00","2088820.00","--","18383795.00","20715841.00","199399.00","--","1015131151.00","73791109.00","206033284.00","0.00","--","2144573.00","14097521.00","--","181365.00","1066141.00","1802822.00","1481230684.00","96833430.00","0.00","165659.00","--","1875044.00","24151958.00","--","--","1224733800.00","45600000.00","--","--","12280971.00","3245912.00","893321.00","1392022.00","1411172117.00","59688949.00","0.00","9869200.00","500418.00","0.00","70058567.00","0.00","--","0.00","70058567.00","0.00","0.00","0.00","12.32"
"114/03/26","105","2","2836","高雄銀","2658315.00","9247978.00","2472861.00","--","5017289.00","1455315.00","47939.00","--","172075081.00","37022135.00","16018354.00","--","--","1327523.00","2924260.00","--","67815.00","205000.00","115223.00","250655088.00","8261403.00","--","8428.00","--","789944.00","2866119.00","7289.00","--","221825192.00","4000000.00","--","--","107577.00","388700.00","--","110152.00","238364804.00","8232238.00","1872395.00","2101230.00","84421.00","--","12290284.00","--","--","0.00","12290284.00","0.00","0.00","0.00","15.78"
"114/03/26","105","2","2838","聯邦銀","6932422.00","55537393.00","16655074.00","--","33393762.00","15618766.00","324802.00","--","270521580.00","38026873.00","6225512.00","53610.00","--","51446554.00","7724661.00","5756331.00","2140452.00","1694765.00","7653924.00","519706481.00","7727212.00","--","113803.00","--","31263692.00","4558819.00","109583.00","--","421035843.00","11200000.00","691618.00","--","3651442.00","238752.00","873434.00","2665167.00","484129365.00","26051524.00","32413.00","7267150.00","1965178.00","--","35316265.00","--","--","260851.00","35577116.00","--","0.00","0.00","13.56"
"114/03/26","105","2","2845","遠東銀","5498358.00","81514378.00","39249476.00","0.00","17828464.00","22784335.00","2872.00","--","330800347.00","30188146.00","2486446.00","1698814.00","--","13931743.00","2831075.00","--","1763309.00","668982.00","243140.00","551489885.00","19564850.00","--","9782438.00","0.00","12289746.00","6691200.00","346125.00","--","436609958.00","20290929.00","--","--","4522541.00","1154701.00","--","552655.00","511805143.00","31113672.00","456426.00","8125954.00","-11310.00","--","39684742.00","--","--","--","39684742.00","--","0.00","0.00","13.08"
"114/03/26","105","2","2849","安泰銀","4010128.00","53444505.00","35455733.00","--","1623975.00","5007607.00","97722.00","89967.00","179022889.00","19916758.00","871560.00","--","--","118334.00","832510.00","--","221332.00","2421272.00","2810668.00","305944960.00","6950733.00","--","2519425.00","--","5458496.00","3749902.00","147730.00","--","242426493.00","10000000.00","--","1414865.00","2651825.00","465310.00","42100.00","156847.00","275983726.00","16796775.00","1461505.00","11635498.00","67456.00","0.00","29961234.00","--","--","0.00","29961234.00","0.00","0.00","0.00","17.84"
"114/03/26","105","2","2897","王道銀行","6298978.00","14444631.00","159043978.00","--","5964066.00","21035859.00","145009.00","1476620.00","149339880.00","129689841.00","9544645.00","107611.00","447319.00","1678913.00","3271689.00","8094.00","1489224.00","603456.00","4364558.00","508954371.00","58557769.00","--","3798614.00","--","170631553.00","9794096.00","182626.00","167523.00","178201923.00","17950000.00","--","--","19767314.00","1774746.00","227697.00","1762130.00","462815991.00","23905063.00","3193.00","4483105.00","1027433.00","0.00","29418794.00","--","--","16719586.00","46138380.00","0.00","0.00","0.00","12.31"
"114/03/26","105","2","5876","上海商銀","51818730.00","237446934.00","27809678.00","--","0.00","18861515.00","225217.00","--","815859351.00","360377415.00","81066398.00","1438434.00","--","5644.00","23778428.00","4282550.00","--","818927.00","3712053.00","1627501274.00","33424186.00","1130325.00","1222645.00","--","25898813.00","34687436.00","1504455.00","--","1315191878.00","38150000.00","--","--","7768890.00","1615510.00","9837119.00","2277669.00","1472708926.00","40791031.00","4639910.00","60553318.00","8928198.00","-83144.00","114829313.00","--","--","39963035.00","154792348.00","--","11173961.00","0.00","28.79"
